,time,energy,time step
0,12.697933333333333,0.32786400000057464,0.001
1,12.69875,0.32852333333333333,0.005
2,12.7,0.32930666666666664,0.01
3,12.714166666666667,0.3354666666666667,0.05
4,12.745000000000001,0.3453333333333333,0.1
5,13.01,0.3954666666666667,0.2
6,0.10833333333333334,0.004,0.5
7,0.06666666666666667,0.0033333333333333335,1.0
